"Date","Tonase","Jenis","Breakdown"
2022-11-30 00:00:00.000,936233.0,Actual,Total Sales Ekspor
2022-12-31 00:00:00.000,1004631.0,Actual,Total Sales Ekspor
2023-01-31 00:00:00.000,1295215.06,Actual,Total Sales Ekspor
2023-02-28 00:00:00.000,1302408.74,Actual,Total Sales Ekspor
2023-03-31 00:00:00.000,1696676.18,Actual,Total Sales Ekspor
2023-04-30 00:00:00.000,1423509.87,Actual,Total Sales Ekspor
2023-05-31 00:00:00.000,761553.32,Actual,Total Sales Ekspor
2023-06-30 00:00:00.000,1268254.65,Actual,Total Sales Ekspor
2023-07-31 00:00:00.000,1538280.36,Actual,Total Sales Ekspor
2023-08-31 00:00:00.000,1225539.0,Actual,Total Sales Ekspor
2023-09-30 00:00:00.000,1385517.0,Actual,Total Sales Ekspor
2023-10-31 00:00:00.000,1369382.0,Actual,Total Sales Ekspor
2023-11-30 00:00:00.000,1298205.0,Actual,Total Sales Ekspor
2023-12-31 00:00:00.000,1656267.0,Actual,Total Sales Ekspor
2024-01-31 00:00:00.000,1087610.0,Actual,Total Sales Ekspor
2024-02-29 00:00:00.000,1388715.0,Actual,Total Sales Ekspor
2024-03-31 00:00:00.000,1314117.0,Actual,Total Sales Ekspor
2024-04-30 00:00:00.000,1203206.0,Actual,Total Sales Ekspor
2024-05-31 00:00:00.000,1865405.0,Actual,Total Sales Ekspor
2024-06-30 00:00:00.000,1626103.0,Actual,Total Sales Ekspor
2024-08-31 00:00:00.000,1968804.09,Actual,Total Sales Ekspor
2024-09-30 00:00:00.000,1822722.91,Actual,Total Sales Ekspor
2024-10-31 00:00:00.000,1996892.0,Actual,Total Sales Ekspor
2024-11-30 00:00:00.000,2007731.0,Actual,Total Sales Ekspor
2024-12-31 00:00:00.000,1956135.0,Actual,Total Sales Ekspor
2025-01-31 00:00:00.000,1460425.0,Actual,Total Sales Ekspor
2022-01-31 00:00:00.000,808341.99,Forecast,Total Sales Ekspor
2022-02-28 00:00:00.000,875879.01,Forecast,Total Sales Ekspor
2022-03-31 00:00:00.000,969773.63,Forecast,Total Sales Ekspor
2022-04-30 00:00:00.000,948977.17,Forecast,Total Sales Ekspor
2022-05-31 00:00:00.000,968613.43,Forecast,Total Sales Ekspor
2022-06-30 00:00:00.000,988535.94,Forecast,Total Sales Ekspor
2022-07-31 00:00:00.000,1044455.49,Forecast,Total Sales Ekspor
2022-08-31 00:00:00.000,1075231.56,Forecast,Total Sales Ekspor
2022-09-30 00:00:00.000,1157045.76,Forecast,Total Sales Ekspor
2022-10-31 00:00:00.000,1164534.56,Forecast,Total Sales Ekspor
2022-11-30 00:00:00.000,1133626.68,Forecast,Total Sales Ekspor
2022-12-31 00:00:00.000,1203777.4,Forecast,Total Sales Ekspor
2023-01-31 00:00:00.000,1135261.23,Forecast,Total Sales Ekspor
2023-02-28 00:00:00.000,1232573.29,Forecast,Total Sales Ekspor
2023-03-31 00:00:00.000,1329646.73,Forecast,Total Sales Ekspor
2023-04-30 00:00:00.000,1283923.34,Forecast,Total Sales Ekspor
2023-05-31 00:00:00.000,1273074.13,Forecast,Total Sales Ekspor
2023-06-30 00:00:00.000,1328450.02,Forecast,Total Sales Ekspor
2023-07-31 00:00:00.000,1341329.44,Forecast,Total Sales Ekspor
2023-08-31 00:00:00.000,1373625.62,Forecast,Total Sales Ekspor
2023-09-30 00:00:00.000,1425326.34,Forecast,Total Sales Ekspor
2023-10-31 00:00:00.000,1436050.53,Forecast,Total Sales Ekspor
2023-11-30 00:00:00.000,1421593.84,Forecast,Total Sales Ekspor
2023-12-31 00:00:00.000,1468873.6,Forecast,Total Sales Ekspor
2024-01-31 00:00:00.000,1408461.28,Forecast,Total Sales Ekspor
2024-02-29 00:00:00.000,1501161.96,Forecast,Total Sales Ekspor
2024-03-31 00:00:00.000,1592914.32,Forecast,Total Sales Ekspor
2024-04-30 00:00:00.000,1568185.23,Forecast,Total Sales Ekspor
2024-05-31 00:00:00.000,1615287.02,Forecast,Total Sales Ekspor
2024-06-30 00:00:00.000,1615042.34,Forecast,Total Sales Ekspor
2024-08-31 00:00:00.000,1731561.58,Forecast,Total Sales Ekspor
2024-09-30 00:00:00.000,1767023.88,Forecast,Total Sales Ekspor
2024-10-31 00:00:00.000,1800997.2,Forecast,Total Sales Ekspor
2024-11-30 00:00:00.000,1791621.94,Forecast,Total Sales Ekspor
2024-12-31 00:00:00.000,1830139.0,Forecast,Total Sales Ekspor
2025-01-31 00:00:00.000,1788544.77,Forecast,Total Sales Ekspor
2025-02-01 00:00:00.000,1770745.57,Forecast,Total Sales Ekspor
2025-03-01 00:00:00.000,1864618.25,Forecast,Total Sales Ekspor
2025-04-01 00:00:00.000,1937093.56,Forecast,Total Sales Ekspor
2025-05-01 00:00:00.000,1915218.58,Forecast,Total Sales Ekspor
2025-06-01 00:00:00.000,1921942.77,Forecast,Total Sales Ekspor
2025-07-01 00:00:00.000,1939343.13,Forecast,Total Sales Ekspor
2025-08-01 00:00:00.000,1995732.44,Forecast,Total Sales Ekspor
2025-09-01 00:00:00.000,2013333.52,Forecast,Total Sales Ekspor
2025-10-01 00:00:00.000,2044098.42,Forecast,Total Sales Ekspor
2025-11-01 00:00:00.000,2100758.64,Forecast,Total Sales Ekspor
2025-12-01 00:00:00.000,2075155.71,Forecast,Total Sales Ekspor
2026-01-01 00:00:00.000,2134602.13,Forecast,Total Sales Ekspor
2022-01-31 00:00:00.000,930067.3,Actual,Avg. Selling Price
2022-02-28 00:00:00.000,1046655.14,Actual,Avg. Selling Price
2022-03-31 00:00:00.000,1412002.98,Actual,Avg. Selling Price
2022-04-30 00:00:00.000,1406561.92,Actual,Avg. Selling Price
2022-05-31 00:00:00.000,1279439.86,Actual,Avg. Selling Price
2022-06-30 00:00:00.000,1260877.38,Actual,Avg. Selling Price
2022-07-31 00:00:00.000,1436669.88,Actual,Avg. Selling Price
2022-08-31 00:00:00.000,1473301.7,Actual,Avg. Selling Price
2022-09-30 00:00:00.000,1323887.35,Actual,Avg. Selling Price
2022-10-31 00:00:00.000,1619053.21,Actual,Avg. Selling Price
2022-11-30 00:00:00.000,1336206.34,Actual,Avg. Selling Price
2022-12-31 00:00:00.000,1224510.12,Actual,Avg. Selling Price
2023-01-31 00:00:00.000,1230003.11,Actual,Avg. Selling Price
2023-02-28 00:00:00.000,1010886.24,Actual,Avg. Selling Price
2023-03-31 00:00:00.000,1094070.92,Actual,Avg. Selling Price
2023-04-30 00:00:00.000,1074880.03,Actual,Avg. Selling Price
2023-05-31 00:00:00.000,961536.78,Actual,Avg. Selling Price
2023-06-30 00:00:00.000,998931.49,Actual,Avg. Selling Price
2023-07-31 00:00:00.000,881872.37,Actual,Avg. Selling Price
2023-08-31 00:00:00.000,911521.25,Actual,Avg. Selling Price
2023-09-30 00:00:00.000,946189.63,Actual,Avg. Selling Price
2023-10-31 00:00:00.000,990051.57,Actual,Avg. Selling Price
2023-11-30 00:00:00.000,991886.11,Actual,Avg. Selling Price
2023-12-31 00:00:00.000,1212901.72,Actual,Avg. Selling Price
2024-01-31 00:00:00.000,943557.59,Actual,Avg. Selling Price
2024-02-29 00:00:00.000,967697.62,Actual,Avg. Selling Price
2024-03-31 00:00:00.000,980823.25,Actual,Avg. Selling Price
2024-04-30 00:00:00.000,952847.66,Actual,Avg. Selling Price
2024-05-31 00:00:00.000,982573.86,Actual,Avg. Selling Price
2024-06-30 00:00:00.000,974000.8,Actual,Avg. Selling Price
2024-07-31 00:00:00.000,990896.03,Actual,Avg. Selling Price
2024-08-31 00:00:00.000,979162.94,Actual,Avg. Selling Price
2024-09-30 00:00:00.000,931274.14,Actual,Avg. Selling Price
2024-10-31 00:00:00.000,967134.8,Actual,Avg. Selling Price
2024-11-30 00:00:00.000,985822.01,Actual,Avg. Selling Price
2024-12-31 00:00:00.000,1104668.58,Actual,Avg. Selling Price
2025-01-31 00:00:00.000,950167.6,Actual,Avg. Selling Price
2022-01-31 00:00:00.000,987689.59,Forecast,Avg. Selling Price
2022-02-28 00:00:00.000,1090759.34,Forecast,Avg. Selling Price
2022-03-31 00:00:00.000,1310235.27,Forecast,Avg. Selling Price
2022-04-30 00:00:00.000,1347093.3,Forecast,Avg. Selling Price
2022-05-31 00:00:00.000,1315636.42,Forecast,Avg. Selling Price
2022-06-30 00:00:00.000,1339266.36,Forecast,Avg. Selling Price
2022-07-31 00:00:00.000,1408408.33,Forecast,Avg. Selling Price
2022-08-31 00:00:00.000,1420309.82,Forecast,Avg. Selling Price
2022-09-30 00:00:00.000,1375276.83,Forecast,Avg. Selling Price
2022-10-31 00:00:00.000,1466392.14,Forecast,Avg. Selling Price
2022-11-30 00:00:00.000,1351918.48,Forecast,Avg. Selling Price
2022-12-31 00:00:00.000,1337003.44,Forecast,Avg. Selling Price
2023-01-31 00:00:00.000,1167002.46,Forecast,Avg. Selling Price
2023-02-28 00:00:00.000,1067303.2,Forecast,Avg. Selling Price
2023-03-31 00:00:00.000,1105746.17,Forecast,Avg. Selling Price
2023-04-30 00:00:00.000,1071362.46,Forecast,Avg. Selling Price
2023-05-31 00:00:00.000,983358.05,Forecast,Avg. Selling Price
2023-06-30 00:00:00.000,948898.99,Forecast,Avg. Selling Price
2023-07-31 00:00:00.000,944325.1,Forecast,Avg. Selling Price
2023-08-31 00:00:00.000,964111.7,Forecast,Avg. Selling Price
2023-09-30 00:00:00.000,924667.59,Forecast,Avg. Selling Price
2023-10-31 00:00:00.000,1016125.88,Forecast,Avg. Selling Price
2023-11-30 00:00:00.000,970821.77,Forecast,Avg. Selling Price
2023-12-31 00:00:00.000,1074865.4,Forecast,Avg. Selling Price
2024-01-31 00:00:00.000,956615.34,Forecast,Avg. Selling Price
2024-02-29 00:00:00.000,922937.2,Forecast,Avg. Selling Price
2024-03-31 00:00:00.000,1040366.03,Forecast,Avg. Selling Price
2024-04-30 00:00:00.000,999779.17,Forecast,Avg. Selling Price
2024-05-31 00:00:00.000,961247.01,Forecast,Avg. Selling Price
2024-06-30 00:00:00.000,986358.36,Forecast,Avg. Selling Price
2024-07-31 00:00:00.000,976497.62,Forecast,Avg. Selling Price
2024-08-31 00:00:00.000,977806.78,Forecast,Avg. Selling Price
2024-09-30 00:00:00.000,937684.07,Forecast,Avg. Selling Price
2024-10-31 00:00:00.000,1027712.95,Forecast,Avg. Selling Price
2024-11-30 00:00:00.000,978334.89,Forecast,Avg. Selling Price
2024-12-31 00:00:00.000,1044999.39,Forecast,Avg. Selling Price
2025-01-31 00:00:00.000,965764.7,Forecast,Avg. Selling Price
2025-02-01 00:00:00.000,968079.25,Forecast,Avg. Selling Price
2025-03-01 00:00:00.000,930277.0,Forecast,Avg. Selling Price
2025-04-01 00:00:00.000,1012541.91,Forecast,Avg. Selling Price
2025-05-01 00:00:00.000,1018870.06,Forecast,Avg. Selling Price
2025-06-01 00:00:00.000,1013802.22,Forecast,Avg. Selling Price
2025-07-01 00:00:00.000,970030.21,Forecast,Avg. Selling Price
2025-08-01 00:00:00.000,999978.83,Forecast,Avg. Selling Price
2025-09-01 00:00:00.000,1014249.01,Forecast,Avg. Selling Price
2025-10-01 00:00:00.000,981170.25,Forecast,Avg. Selling Price
2025-11-01 00:00:00.000,1061187.49,Forecast,Avg. Selling Price
2025-12-01 00:00:00.000,1013905.92,Forecast,Avg. Selling Price
2026-01-01 00:00:00.000,1081327.56,Forecast,Avg. Selling Price
2022-01-31 00:00:00.000,777962.82,Actual,Avg. Selling Price Domestic
2022-02-28 00:00:00.000,754704.81,Actual,Avg. Selling Price Domestic
2022-03-31 00:00:00.000,782620.39,Actual,Avg. Selling Price Domestic
2022-04-30 00:00:00.000,918322.94,Actual,Avg. Selling Price Domestic
2022-05-31 00:00:00.000,784225.32,Actual,Avg. Selling Price Domestic
2022-06-30 00:00:00.000,798864.42,Actual,Avg. Selling Price Domestic
2022-07-31 00:00:00.000,1010116.57,Actual,Avg. Selling Price Domestic
2022-08-31 00:00:00.000,790729.89,Actual,Avg. Selling Price Domestic
2022-09-30 00:00:00.000,787640.8,Actual,Avg. Selling Price Domestic
2022-10-31 00:00:00.000,785098.65,Actual,Avg. Selling Price Domestic
2022-11-30 00:00:00.000,822040.76,Actual,Avg. Selling Price Domestic
2022-12-31 00:00:00.000,908970.34,Actual,Avg. Selling Price Domestic
2023-01-31 00:00:00.000,784671.54,Actual,Avg. Selling Price Domestic
2023-02-28 00:00:00.000,783259.54,Actual,Avg. Selling Price Domestic
2023-03-31 00:00:00.000,764892.56,Actual,Avg. Selling Price Domestic
2023-04-30 00:00:00.000,790785.59,Actual,Avg. Selling Price Domestic
2023-05-31 00:00:00.000,786885.54,Actual,Avg. Selling Price Domestic
2023-06-30 00:00:00.000,784368.44,Actual,Avg. Selling Price Domestic
2023-07-31 00:00:00.000,739776.94,Actual,Avg. Selling Price Domestic
2023-08-31 00:00:00.000,756061.88,Actual,Avg. Selling Price Domestic
2023-09-30 00:00:00.000,736588.5,Actual,Avg. Selling Price Domestic
2023-10-31 00:00:00.000,750665.39,Actual,Avg. Selling Price Domestic
2023-11-30 00:00:00.000,751213.2,Actual,Avg. Selling Price Domestic
2023-12-31 00:00:00.000,1128536.46,Actual,Avg. Selling Price Domestic
2024-01-31 00:00:00.000,802335.09,Actual,Avg. Selling Price Domestic
2024-02-29 00:00:00.000,761575.51,Actual,Avg. Selling Price Domestic
2024-03-31 00:00:00.000,781168.13,Actual,Avg. Selling Price Domestic
2024-04-30 00:00:00.000,786049.9,Actual,Avg. Selling Price Domestic
2024-05-31 00:00:00.000,767472.22,Actual,Avg. Selling Price Domestic
2024-06-30 00:00:00.000,777137.61,Actual,Avg. Selling Price Domestic
2024-07-31 00:00:00.000,761279.89,Actual,Avg. Selling Price Domestic
2024-08-31 00:00:00.000,768877.81,Actual,Avg. Selling Price Domestic
2024-09-30 00:00:00.000,762852.94,Actual,Avg. Selling Price Domestic
2024-10-31 00:00:00.000,793047.58,Actual,Avg. Selling Price Domestic
2024-11-30 00:00:00.000,795617.55,Actual,Avg. Selling Price Domestic
2024-12-31 00:00:00.000,1017623.55,Actual,Avg. Selling Price Domestic
2025-01-31 00:00:00.000,769437.29,Actual,Avg. Selling Price Domestic
2022-01-31 00:00:00.000,801380.67,Forecast,Avg. Selling Price Domestic
2022-02-28 00:00:00.000,785433.61,Forecast,Avg. Selling Price Domestic
2022-03-31 00:00:00.000,798518.0,Forecast,Avg. Selling Price Domestic
2022-04-30 00:00:00.000,845963.51,Forecast,Avg. Selling Price Domestic
2022-05-31 00:00:00.000,820526.54,Forecast,Avg. Selling Price Domestic
2022-06-30 00:00:00.000,809665.48,Forecast,Avg. Selling Price Domestic
2022-07-31 00:00:00.000,887389.69,Forecast,Avg. Selling Price Domestic
2022-08-31 00:00:00.000,800607.5,Forecast,Avg. Selling Price Domestic
2022-09-30 00:00:00.000,791945.89,Forecast,Avg. Selling Price Domestic
2022-10-31 00:00:00.000,776769.97,Forecast,Avg. Selling Price Domestic
2022-11-30 00:00:00.000,798531.28,Forecast,Avg. Selling Price Domestic
2022-12-31 00:00:00.000,942485.1,Forecast,Avg. Selling Price Domestic
2023-01-31 00:00:00.000,779918.9,Forecast,Avg. Selling Price Domestic
2023-02-28 00:00:00.000,781744.46,Forecast,Avg. Selling Price Domestic
2023-03-31 00:00:00.000,767506.9,Forecast,Avg. Selling Price Domestic
2023-04-30 00:00:00.000,846154.93,Forecast,Avg. Selling Price Domestic
2023-05-31 00:00:00.000,776989.81,Forecast,Avg. Selling Price Domestic
2023-06-30 00:00:00.000,772942.47,Forecast,Avg. Selling Price Domestic
2023-07-31 00:00:00.000,791793.62,Forecast,Avg. Selling Price Domestic
2023-08-31 00:00:00.000,763598.34,Forecast,Avg. Selling Price Domestic
2023-09-30 00:00:00.000,766697.06,Forecast,Avg. Selling Price Domestic
2023-10-31 00:00:00.000,779149.34,Forecast,Avg. Selling Price Domestic
2023-11-30 00:00:00.000,775218.74,Forecast,Avg. Selling Price Domestic
2023-12-31 00:00:00.000,971788.82,Forecast,Avg. Selling Price Domestic
2024-01-31 00:00:00.000,779331.42,Forecast,Avg. Selling Price Domestic
2024-02-29 00:00:00.000,759300.28,Forecast,Avg. Selling Price Domestic
2024-03-31 00:00:00.000,804791.57,Forecast,Avg. Selling Price Domestic
2024-04-30 00:00:00.000,807076.02,Forecast,Avg. Selling Price Domestic
2024-05-31 00:00:00.000,780868.81,Forecast,Avg. Selling Price Domestic
2024-06-30 00:00:00.000,819491.54,Forecast,Avg. Selling Price Domestic
2024-07-31 00:00:00.000,819822.41,Forecast,Avg. Selling Price Domestic
2024-08-31 00:00:00.000,783710.16,Forecast,Avg. Selling Price Domestic
2024-09-30 00:00:00.000,755328.82,Forecast,Avg. Selling Price Domestic
2024-10-31 00:00:00.000,775980.88,Forecast,Avg. Selling Price Domestic
2024-11-30 00:00:00.000,787640.83,Forecast,Avg. Selling Price Domestic
2024-12-31 00:00:00.000,938687.01,Forecast,Avg. Selling Price Domestic
2025-01-31 00:00:00.000,781278.73,Forecast,Avg. Selling Price Domestic
2025-02-01 00:00:00.000,792627.61,Forecast,Avg. Selling Price Domestic
2025-03-01 00:00:00.000,772020.68,Forecast,Avg. Selling Price Domestic
2025-04-01 00:00:00.000,768328.53,Forecast,Avg. Selling Price Domestic
2025-05-01 00:00:00.000,798010.39,Forecast,Avg. Selling Price Domestic
2025-06-01 00:00:00.000,821308.64,Forecast,Avg. Selling Price Domestic
2025-07-01 00:00:00.000,782967.63,Forecast,Avg. Selling Price Domestic
2025-08-01 00:00:00.000,817429.19,Forecast,Avg. Selling Price Domestic
2025-09-01 00:00:00.000,761665.64,Forecast,Avg. Selling Price Domestic
2025-10-01 00:00:00.000,771158.7,Forecast,Avg. Selling Price Domestic
2025-11-01 00:00:00.000,778092.52,Forecast,Avg. Selling Price Domestic
2025-12-01 00:00:00.000,756666.06,Forecast,Avg. Selling Price Domestic
2026-01-01 00:00:00.000,915713.87,Forecast,Avg. Selling Price Domestic
2022-01-31 00:00:00.000,1700916.45,Actual,Avg. Selling Price Export
2022-02-28 00:00:00.000,1770779.41,Actual,Avg. Selling Price Export
2022-03-31 00:00:00.000,2096535.74,Actual,Avg. Selling Price Export
2022-04-30 00:00:00.000,2215393.21,Actual,Avg. Selling Price Export
2022-05-31 00:00:00.000,2066416.17,Actual,Avg. Selling Price Export
2022-06-30 00:00:00.000,2072909.63,Actual,Avg. Selling Price Export
2022-07-31 00:00:00.000,2199046.36,Actual,Avg. Selling Price Export
2022-08-31 00:00:00.000,2372036.75,Actual,Avg. Selling Price Export
2022-09-30 00:00:00.000,1854725.7,Actual,Avg. Selling Price Export
2022-10-31 00:00:00.000,2431769.18,Actual,Avg. Selling Price Export
2022-11-30 00:00:00.000,2197910.23,Actual,Avg. Selling Price Export
2022-12-31 00:00:00.000,1751599.42,Actual,Avg. Selling Price Export
2023-01-31 00:00:00.000,1831040.36,Actual,Avg. Selling Price Export
2023-02-28 00:00:00.000,1623757.43,Actual,Avg. Selling Price Export
2023-03-31 00:00:00.000,1415245.73,Actual,Avg. Selling Price Export
2023-04-30 00:00:00.000,1389122.09,Actual,Avg. Selling Price Export
2023-05-31 00:00:00.000,1362773.67,Actual,Avg. Selling Price Export
2023-06-30 00:00:00.000,1311581.45,Actual,Avg. Selling Price Export
2023-07-31 00:00:00.000,1044021.68,Actual,Avg. Selling Price Export
2023-08-31 00:00:00.000,1142755.56,Actual,Avg. Selling Price Export
2023-09-30 00:00:00.000,1225825.47,Actual,Avg. Selling Price Export
2023-10-31 00:00:00.000,1337046.0,Actual,Avg. Selling Price Export
2023-11-30 00:00:00.000,1347042.43,Actual,Avg. Selling Price Export
2023-12-31 00:00:00.000,1301916.39,Actual,Avg. Selling Price Export
2024-01-31 00:00:00.000,1239080.65,Actual,Avg. Selling Price Export
2024-02-29 00:00:00.000,1216780.53,Actual,Avg. Selling Price Export
2024-03-31 00:00:00.000,1269914.13,Actual,Avg. Selling Price Export
2024-04-30 00:00:00.000,1240801.7,Actual,Avg. Selling Price Export
2024-05-31 00:00:00.000,1186480.32,Actual,Avg. Selling Price Export
2024-06-30 00:00:00.000,1200042.88,Actual,Avg. Selling Price Export
2024-07-31 00:00:00.000,1191562.53,Actual,Avg. Selling Price Export
2024-08-31 00:00:00.000,1166552.2,Actual,Avg. Selling Price Export
2024-09-30 00:00:00.000,1106390.71,Actual,Avg. Selling Price Export
2024-10-31 00:00:00.000,1137014.76,Actual,Avg. Selling Price Export
2024-11-30 00:00:00.000,1156874.95,Actual,Avg. Selling Price Export
2024-12-31 00:00:00.000,1189148.35,Actual,Avg. Selling Price Export
2025-01-31 00:00:00.000,1156008.52,Actual,Avg. Selling Price Export
2022-01-31 00:00:00.000,1706610.21,Forecast,Avg. Selling Price Export
2022-02-28 00:00:00.000,1835545.0,Forecast,Avg. Selling Price Export
2022-03-31 00:00:00.000,2026043.37,Forecast,Avg. Selling Price Export
2022-04-30 00:00:00.000,2147772.31,Forecast,Avg. Selling Price Export
2022-05-31 00:00:00.000,2133041.27,Forecast,Avg. Selling Price Export
2022-06-30 00:00:00.000,2135785.44,Forecast,Avg. Selling Price Export
2022-07-31 00:00:00.000,2143596.43,Forecast,Avg. Selling Price Export
2022-08-31 00:00:00.000,2265612.45,Forecast,Avg. Selling Price Export
2022-09-30 00:00:00.000,2051292.82,Forecast,Avg. Selling Price Export
2022-10-31 00:00:00.000,2286807.5,Forecast,Avg. Selling Price Export
2022-11-30 00:00:00.000,2155762.04,Forecast,Avg. Selling Price Export
2022-12-31 00:00:00.000,1869747.04,Forecast,Avg. Selling Price Export
2023-01-31 00:00:00.000,1786900.17,Forecast,Avg. Selling Price Export
2023-02-28 00:00:00.000,1605052.35,Forecast,Avg. Selling Price Export
2023-03-31 00:00:00.000,1473517.88,Forecast,Avg. Selling Price Export
2023-04-30 00:00:00.000,1412522.68,Forecast,Avg. Selling Price Export
2023-05-31 00:00:00.000,1341533.28,Forecast,Avg. Selling Price Export
2023-06-30 00:00:00.000,1215493.41,Forecast,Avg. Selling Price Export
2023-07-31 00:00:00.000,1143323.58,Forecast,Avg. Selling Price Export
2023-08-31 00:00:00.000,1209203.91,Forecast,Avg. Selling Price Export
2023-09-30 00:00:00.000,1132490.17,Forecast,Avg. Selling Price Export
2023-10-31 00:00:00.000,1351549.49,Forecast,Avg. Selling Price Export
2023-11-30 00:00:00.000,1311986.79,Forecast,Avg. Selling Price Export
2023-12-31 00:00:00.000,1259149.64,Forecast,Avg. Selling Price Export
2024-01-31 00:00:00.000,1302501.05,Forecast,Avg. Selling Price Export
2024-02-29 00:00:00.000,1189290.55,Forecast,Avg. Selling Price Export
2024-03-31 00:00:00.000,1268392.14,Forecast,Avg. Selling Price Export
2024-04-30 00:00:00.000,1263120.31,Forecast,Avg. Selling Price Export
2024-05-31 00:00:00.000,1151354.47,Forecast,Avg. Selling Price Export
2024-06-30 00:00:00.000,1229198.49,Forecast,Avg. Selling Price Export
2024-07-31 00:00:00.000,1184679.04,Forecast,Avg. Selling Price Export
2024-08-31 00:00:00.000,1191422.21,Forecast,Avg. Selling Price Export
2024-09-30 00:00:00.000,1070008.09,Forecast,Avg. Selling Price Export
2024-10-31 00:00:00.000,1211428.21,Forecast,Avg. Selling Price Export
2024-11-30 00:00:00.000,1198030.12,Forecast,Avg. Selling Price Export
2024-12-31 00:00:00.000,1134032.14,Forecast,Avg. Selling Price Export
2025-01-31 00:00:00.000,1125246.91,Forecast,Avg. Selling Price Export
2025-02-01 00:00:00.000,1164722.65,Forecast,Avg. Selling Price Export
2025-03-01 00:00:00.000,1098433.23,Forecast,Avg. Selling Price Export
2025-04-01 00:00:00.000,1166529.24,Forecast,Avg. Selling Price Export
2025-05-01 00:00:00.000,1140634.12,Forecast,Avg. Selling Price Export
2025-06-01 00:00:00.000,1148685.33,Forecast,Avg. Selling Price Export
2025-07-01 00:00:00.000,1150513.02,Forecast,Avg. Selling Price Export
2025-08-01 00:00:00.000,1039095.66,Forecast,Avg. Selling Price Export
2025-09-01 00:00:00.000,1148036.24,Forecast,Avg. Selling Price Export
2025-10-01 00:00:00.000,1054503.22,Forecast,Avg. Selling Price Export
2025-11-01 00:00:00.000,1156312.09,Forecast,Avg. Selling Price Export
2025-12-01 00:00:00.000,1142294.09,Forecast,Avg. Selling Price Export
2026-01-01 00:00:00.000,1008742.6,Forecast,Avg. Selling Price Export
2025-03-10 08:42:38.730,0.0,Actual,Last Update
